IdBibliografia,Autore,Titolo,ISBN,new_authors,new_identifier
169,Gavioli F.,I feudatari di Guiglia dal secolo XII al secolo XVIII,,,"[{'type': 'OTHER', 'identifier': 'WISC:89101108652'}]"
170,Gavioli F.,La rocca di S. Felice: alcuni ricordi,,,"[{'type': 'OTHER', 'identifier': 'UOM:39015051806043'}]"
171,Trenti G.,Fonti per la storia di Formigine e della sua rocca nell'Archivio di Stato di Modena,,,"[{'type': 'ISBN_13', 'identifier': '9788878145467'}, {'type': 'ISBN_10', 'identifier': '8878145467'}]"
172,Tollari A.,Aspetti istituzionali patrimoniali politici ed economici dell'abbazia di Frassinoro (secc. XI-XIII),,['R. Deputazione di storia patria per le provincie modenesi'],"[{'type': 'OTHER', 'identifier': 'UCAL:$B515458'}]"
173,Alloggio R.,"Cozzano, perla della Valparma",,"['da Mareto Felice (padre, O.F.M. Cap.)']","[{'type': 'OTHER', 'identifier': 'UVA:X002599646'}]"
174,Aimi A.,Pagine fidentine,,['Amos Aimi'],"[{'type': 'OTHER', 'identifier': 'OCLC:256031200'}]"
175,Affò I.,Storia della città di Parma,,['Angelo Pezzana'],"[{'type': 'OTHER', 'identifier': 'BML:37001102076655'}]"
176,Andreolli B.,"""Da che parte stare"". I figli di Manfredo nel Duecento",,"['Bruno Andreolli', 'Mauro Calzolari']","[{'type': 'OTHER', 'identifier': 'UOM:39015069304189'}]"
177,Andreolli B.,"Il ""castrum"" di Finale Emilia nelle cronache medievali dell'Italia settentrionale",,['Bruno Andreolli'],"[{'type': 'OTHER', 'identifier': 'OCLC:876578959'}]"
178,Andreolli B.,Il castello e il guasto della Comunaglia dai Figli di Manfredo ai Pico,,['Bruno Andreolli'],"[{'type': 'OTHER', 'identifier': 'OCLC:1090180272'}]"
179,Andreolli B.,Il castello e la rocca di San Felice nel basso Medioevo,,"['Daniele Benati', 'Vincenzo Vandelli']","[{'type': 'OTHER', 'identifier': 'STANFORD:36105121461946'}]"
180,Andreolli B.,"La curtis di Quarantoli: paesaggio, società, istituizoni",,,"[{'type': 'ISBN_13', 'identifier': '9788878142022'}, {'type': 'ISBN_10', 'identifier': '8878142026'}]"
181,Andreolli B.,Le origini di Concordia,,"['Giovanni Lettich', 'Pietro Zovatto']","[{'type': 'OTHER', 'identifier': 'OCLC:495197222'}]"
182,Andreolli B.,Medesano nella documentazione pubblica e privata dei secoli IX-XIII,,['Istituto storico italiano per il Medio Evo'],"[{'type': 'OTHER', 'identifier': 'UVA:X000503702'}]"
183,Andreolli B.,Origine e caratteri della presenza dei Pio a Formigine,,['Bruno Andreolli'],"[{'type': 'OTHER', 'identifier': 'OCLC:1090189721'}]"
184,Andreolli B.,Per un profilo sociale del castello dei Pico a Mirandola: considerazioni preliminari,,['Bruno Andreolli'],"[{'type': 'OTHER', 'identifier': 'OCLC:876578938'}]"
185,De Luchi G. L.,La rocca di Castelguelfo e i suoi signori,,['Giovanni L. Luchi'],"[{'type': 'OTHER', 'identifier': 'OCLC:78664989'}]"
186,Delucca O.,Castel dell'Uso o tomba dell'Uso?,,,
187,Delucca O.,Fonti e spunti per Castel Sismondo,,['Angelo Turchini'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105029956922'}]"
188,Benizzi P.,Il castello di Roversano e la famiglia dei signori Cacciaguerra,,['Pio Benizzi'],"[{'type': 'OTHER', 'identifier': 'OCLC:964260400'}]"
189,,Acta Henrici VII romanorum imperatoris et monumenta quedam alia suorum temporum historiam illustrant,,['Francesco Bonaini'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z163004105'}]"
190,"Mittarelli G. B., Costadoni A.",Annales camaldulenses ordinis Sancti Benedicti?,,['Giovanni Benedetto Mittarelli'],"[{'type': 'OTHER', 'identifier': 'IBSC:SC400031127'}]"
191,Bermond Montanari G.,Cervia: natura e storia,8838792348,"['Angelo Turchini', 'Oriana Maroni']","[{'type': 'ISBN_10', 'identifier': '8838792348'}, {'type': 'ISBN_13', 'identifier': '9788838792342'}]"
192,,Bollettino diocesano,,,"[{'type': 'OTHER', 'identifier': 'UOM:39015039331379'}]"
193,,Atti del notaio Giovanni Angelelli,,,"[{'type': 'OTHER', 'identifier': 'OCLC:313213152'}]"
195,,Chronicon Estense cum additamentis usque ad annum 1478,,,"[{'type': 'OTHER', 'identifier': 'OCLC:604295917'}]"
196,,Chronicon Parmense: ab anno 1038 usque annum 1338,,,"[{'type': 'OTHER', 'identifier': 'OCLC:729149063'}]"
197,,Codice diplomatico del monastero di S. Colombano di Bobbio fino all'anno 1208. I,,['Monastero di San Colombano (Bobbio)'],"[{'type': 'OTHER', 'identifier': 'OCLC:875191809'}]"
198,,Codice diplomatico del monastero di S. Colombano di Bobbio fino all'anno 1208. II,,['Monastero di San Colombano (Bobbio)'],"[{'type': 'OTHER', 'identifier': 'OCLC:875191809'}]"
199,,Codice diplomatico del monastero di S. Colombano di Bobbio fino all'anno 1208. III,,['Giulio Buzzi'],"[{'type': 'ISBN_10', 'identifier': '0259559091'}, {'type': 'ISBN_13', 'identifier': '9780259559092'}]"
200,,Codice diplomatico polironiano (961-1125),,,"[{'type': 'OTHER', 'identifier': 'STANFORD:36105009078994'}]"
201,,Commissioni di Rinaldo degli Albizzi per il comune di Firenze dal 1399 al 1433,,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF990954327'}]"
202,,Conventio pacis previae,,,"[{'type': 'OTHER', 'identifier': 'STANFORD:36105013742767'}]"
203,,Fondo della famiglia Landi. Archivio Doria Pamphilij. Regesti di pergamene 865-1625,,['Renato Vignodelli Rubrichi'],"[{'type': 'OTHER', 'identifier': 'UCAL:B3896172'}]"
204,,Edifici e località dell'area comunale di importanza storica e artistica,,,"[{'type': 'OTHER', 'identifier': 'IBNR:CR300112353'}]"
205,,I diplomi di Guido e Lamberto,,['Luigi Schiaparelli'],"[{'type': 'ISBN_13', 'identifier': '9785881964887'}, {'type': 'ISBN_10', 'identifier': '5881964888'}]"
206,,Il castello di Russi,,,"[{'type': 'OTHER', 'identifier': 'BSB:BSB10779142'}]"
207,Foschi P.,Il borgo del Pratello nel Medioevo: storia e vita quotidiana,,['Mario Fanti'],"[{'type': 'OTHER', 'identifier': 'UOM:39015050055121'}]"
208,Foschi P.,"I signori della montagna fra Bologna e Pistoia nel Medioevo: relazioni tenute a Torri nei mesi di agosto del 1992, 1993, 1994: i nobili di Moscacchia",,['Emilio Bertini'],"[{'type': 'OTHER', 'identifier': 'UIUC:30112082002616'}]"
209,Zoli A.,Alcune notizie su le Torri Gentilizie di Ravenna,,['Maurizio Mauro'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105029823759'}]"
210,Zanotti G.,"Longiano: il paese, il santuario: appunti di storia e di arte",,['Gino Zanotti'],"[{'type': 'OTHER', 'identifier': 'OCLC:40261452'}]"
211,Zimmermann H.,Nella tradizione di città capitale: presenza germanica e società locale dall'età sassone a quella sveva,8831756796,,"[{'type': 'OTHER', 'identifier': 'UGA:32108026057714'}]"
212,Zanarini M.,"Organizzazione civile ed ecclesiastica, distribuzione della popolazione e tipologia insediativa?",,"['Rinaldo Comba', 'Irma Naso', 'Società per gli studi storici, archeologici e artistici della provincia di Cuneo', 'Società italiana di demografia storica']","[{'type': 'OTHER', 'identifier': 'UOM:39015037825109'}]"
213,Zanarini M.,"La ""costruzione"" di un territorio di confine: dissodamenit e fortificazioni fra il XIII e il XV sec.",8883420411,['Castel Guelfo di Bologna (Italy)'],"[{'type': 'ISBN_10', 'identifier': '8883420411'}, {'type': 'ISBN_13', 'identifier': '9788883420412'}]"
214,Zanardi Landi C. P.,Sarmato storia e leggenda,,"['Carlo Pietro Zanardi Landi', 'Ester Albiero']","[{'type': 'OTHER', 'identifier': 'OCLC:886501183'}]"
215,Zama P.,Russi nella storia: dalle origini a oggi,,['Piero Zama'],"[{'type': 'OTHER', 'identifier': 'LCCN:73367195'}]"
216,,Cronica Patricii Ravennatis,,['Patrizio Ravennate'],"[{'type': 'ISBN_10', 'identifier': '8898079303'}, {'type': 'ISBN_13', 'identifier': '9788898079308'}]"
217,Alighieri D.,"La Divina Commedia. I, Inferno",,['Dante Alighieri'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105015169282'}]"
218,Barili F.,Castemozzano e la frana del 1810,,,
219,Barili F.,"Tizzano Val Parma, i castelli, la chiesa plebana, figure di tizzanesi",,['Francesco Barili'],"[{'type': 'OTHER', 'identifier': 'OCLC:220458129'}]"
220,Bartolini A.,La rocca di Strigara e i Malatesta di Sogliano,,['D. Antonio Bartolini'],"[{'type': 'OTHER', 'identifier': 'OCLC:28613029'}]"
221,Barbieri A.,L'antichissima terra di Sant'Agata Bolognese,,['Alberto Barbieri'],"[{'type': 'OTHER', 'identifier': 'LCCN:77478202'}]"
223,Bazzani A.,Storia di Montepetra e dintorni,8883120426,['Attilio Bazzani'],"[{'type': 'OTHER', 'identifier': 'OCLC:34806466'}]"
224,Belardini M.,"Il Pio e i Farnese: osservazioni sul governo dello ""Stato"" di Sassuolo durante la II metà del '500",,['Graziano Mario Valenti'],"[{'type': 'ISBN_13', 'identifier': '9788898533459'}, {'type': 'ISBN_10', 'identifier': '8898533454'}]"
225,"Bazzocchi D., Galbucci P.",Cesena nella storia,,"['Dino Bazzocchi', 'Piero Galbucci']","[{'type': 'OTHER', 'identifier': 'UCAL:$B516750'}]"
226,"Bellu A., Falcioni A.",Testamento di Malatesta da Verucchio,,,"[{'type': 'OTHER', 'identifier': 'OCLC:963524745'}]"
227,Beltrani P.,Maghinardo Pagani da Susiana: commento sopra due luoghi della Divina commedia,,['Pietro Beltrani'],"[{'type': 'OTHER', 'identifier': 'MINN:31951002283855Z'}]"
228,Benacci G.,Memorie storiche intorno alla terra di Tossignano,,['Giuseppe Benacci'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF990958314'}]"
229,Beltrami F.,"Il forestiere istruito delle cose notabili della città di Ravenna, e suburbane della medesima",,['Francesco Beltrami'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF002265813'}]"
230,"Bendazzi W., Ricci R.",Ravenna mosaici arte storia archeologia monumenti musei,,"['Wladimiro Bendazzi', 'Riccardo Ricci']","[{'type': 'ISBN_10', 'identifier': '8886239009'}, {'type': 'ISBN_13', 'identifier': '9788886239004'}]"
231,Bernicoli S.,Guida di Ravenna,,['Gaspare Ribuffi'],"[{'type': 'OTHER', 'identifier': 'HARVARD:32044082263070'}]"
232,Bernini F.,Il castello dei Rossi in San Secondo,,['Maria Cristina Basteri'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105018458856'}]"
233,Bertacci L.,Cenni storici della comunità di Monzuno,,"['Deputazione di storia patria per le provincie di Romagna, Bologna']","[{'type': 'OTHER', 'identifier': 'UVA:X030527902'}]"
234,Bertacci L.,La montagna bolognese nell'Alto Medioevo,,['Leonello Bertacci'],"[{'type': 'OTHER', 'identifier': 'OCLC:848904278'}]"
235,Berti Arnoaldi Veli F.,La torre di Montorio,,"['Leonello Bertacci', 'Vittorio Faglia', 'Sergio Venturi']","[{'type': 'OTHER', 'identifier': 'LCCN:79371545'}]"
236,Bertoldi F. L.,Memorie storiche d'Argenta raccolte ed illustrate dal canonico D. F. L. Bertoldi,,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF005856206'}]"
237,Bertacci L.,La storia della torre di Montorio,,['Niccola PALMA'],"[{'type': 'OTHER', 'identifier': 'BL:A0024023541'}]"
238,Biondi A.,"Castello, Palazzo Ducale, Accademia Militare: sette secoli di uno spazio cittadino",,,"[{'type': 'OTHER', 'identifier': 'UCLA:L0070804059'}]"
239,Biondi G.,Prima del Palazzo: la memoria dei castelli,,['Giovanni Muzi'],"[{'type': 'OTHER', 'identifier': 'HARVARD:32044010364859'}]"
240,Bertozzi G.,Berceto: agonia di un castello,,['Anton Giulio Barrili'],"[{'type': 'OTHER', 'identifier': 'HARVARD:HNNSMS'}]"
241,Bocchi F.,Aspetti di vita quotidiana nel castello di Suviana: 1235,,"['Deputazione di storia patria per le provincie di Romagna, Bologna']","[{'type': 'OTHER', 'identifier': 'UVA:X006017015'}]"
242,Bocchi F.,Il patrimonio bentivolesco alla metà del '400,,['Francesca Bocchi'],"[{'type': 'OTHER', 'identifier': 'WISC:89007238736'}]"
243,Boccolari G.,Note storiche su Monfestino,,['R. Deputazione di storia patria per le provincie modenesi'],"[{'type': 'OTHER', 'identifier': 'UCAL:$B515432'}]"
244,Bolelli M.,La costruzione della rocca di Pieve: 1387,,['Mauro Librenti'],"[{'type': 'ISBN_13', 'identifier': '9788878143227'}, {'type': 'ISBN_10', 'identifier': '8878143227'}]"
245,Bolognesi C.,Il castello di Conselice,,['Girolamo Bonoli'],"[{'type': 'OTHER', 'identifier': 'OXFORD:590100860'}]"
246,Bolognesi G.,Monteleone nella storia,,"[""Giovanna Congestri'""]","[{'type': 'ISBN_13', 'identifier': '9788868151737'}, {'type': 'ISBN_10', 'identifier': '8868151731'}]"
247,Bolognesi G.,Montenovo fra storia e memoria,,['AA.VV.'],"[{'type': 'ISBN_13', 'identifier': '9788849845778'}, {'type': 'ISBN_10', 'identifier': '8849845774'}]"
248,Bonoli G.,Storia di Bagnacavallo,,"['Alda Calbi', 'Giancarlo Susini']","[{'type': 'OTHER', 'identifier': 'BSB:BSB10052041'}]"
249,"Bonfatti L., Calzolari M.",L'abitato di Quarantoli nel XIII secolo: prime ricerche,,"['Bruno Andreolli', 'Mauro Calzolari']","[{'type': 'OTHER', 'identifier': 'UOM:39015069304189'}]"
250,Zanarini M.,"Dal castrum al castellatium, l'esempio di Sala Bolognese",,['Elsa Silvestri'],"[{'type': 'OTHER', 'identifier': 'UOM:39015041551253'}]"
251,Orsini L.,Imola e la Valle del Santerno,,['Luigi Orsini'],"[{'type': 'OTHER', 'identifier': 'UVA:X000773155'}]"
252,Novara P.,Gli edifici teodericiani,,,"[{'type': 'OTHER', 'identifier': 'UOM:39015066804603'}]"
253,,Un paese che cambia,,,"[{'type': 'OTHER', 'identifier': 'UVA:X001010908'}]"
254,Negri P.,Relazione sugli antichi ordinamenti e statuti del comune di Conselice,,"['Conselice (Italy)', 'Negri Paolo']","[{'type': 'OTHER', 'identifier': 'OCLC:65158216'}]"
255,Nasalli Rocca E.,"Note storiche sulle condizioni giuridiche del contado piacentino: il ""castrum"" medioevale",,,
256,Novara P.,Storia delle scoperte archeologiche di Ravenna e Classe. I secoli XV-XIX,,['Paola Novara'],"[{'type': 'OTHER', 'identifier': 'UOM:39015041984611'}]"
257,Zirardini A.,Degli antichi edifizj profani di Ravenna libri due di Antonio Zirardini ravennate giureconsulto,,['Antonio Zirardini'],"[{'type': 'OTHER', 'identifier': 'IBSC:SC100037879'}]"
258,Zirardini A.,De Antiquis sacris Ravennae aedificiis: liber Posthumus,,['Antonio Zirardini'],"[{'type': 'OTHER', 'identifier': 'HARVARD:32044024538845'}]"
259,Zanarini M.,Alle origini della piazza in un borgo franco: l'antica Piazza Maggiore di Castel S. Pietro,,['Lara Sabbionesi'],"[{'type': 'ISBN_13', 'identifier': '9788878149045'}, {'type': 'ISBN_10', 'identifier': '8878149047'}]"
260,Zambelli E.,Il territorio di Castel Bolognese nel medioevo: sec. XI-XVI,8886946309,['Enrica Zambelli'],"[{'type': 'OTHER', 'identifier': 'UOM:39015049674958'}]"
261,"Zagnoni R., Fioni A.","Notizie storiche delle parrocchie di Bargi, Baigno e Stagno (secoli XI-XIX)",,"['Deputazione di storia patria per le provincie di Romagna, Bologna']","[{'type': 'OTHER', 'identifier': 'UVA:X006107921'}]"
262,Zagnoni R.,"Savignano ""Longareno"", vicende storiche di un paese fra Reno e Limentra nel Medioevo",,['Renzo Zagnoni'],"[{'type': 'OTHER', 'identifier': 'OCLC:886342083'}]"
263,Villani M.,Cronica con la continuazione di Filippo Villani,,"['Matteo Villani', 'Filippo Villani']","[{'type': 'OTHER', 'identifier': 'UOM:39015035008583'}]"
264,Andreozzi D.,"Piacenza 1402-1545, ipotesi di ricerca",,['Daniele Andreozzi'],"[{'type': 'OTHER', 'identifier': 'UOM:39015043148835'}]"
265,Andreozzi D.,Il dominio francese e pontificio 1499-1545,,,"[{'type': 'OTHER', 'identifier': 'NWU:35556032611691'}]"
266,Andreozzi D.,Nascita di un disordine,,['Daniele Andreozzi'],"[{'type': 'OTHER', 'identifier': 'UOM:39015035023038'}]"
267,Andreozzi D.,Piacenza sotto il dominio di F. M. Visconti,,"['Cengarle, Federica', 'Covini, Maria Nadia']","[{'type': 'ISBN_13', 'identifier': '9788866558941'}, {'type': 'ISBN_10', 'identifier': '886655894X'}]"
268,Pezzana A.,Storia della città di Parma. I,,['Angelo Pezzana'],"[{'type': 'OTHER', 'identifier': 'UCLA:L0070630033'}]"
269,Pezzana A.,Storia della città di Parma. II,,['Ireneo Affò'],"[{'type': 'OTHER', 'identifier': 'NKP:1002394677'}]"
270,Pezzana A.,Storia della città di Parma. III,,['Angelo Pezzana'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB10052287'}]"
271,Pezzana A.,Storia della città di Parma. IV,,['Angelo Pezzana'],"[{'type': 'OTHER', 'identifier': 'HARVARD:HNPVIC'}]"
272,Pezzana A.,Storia della città di Parma. V,,['Angelo Pezzana'],"[{'type': 'OTHER', 'identifier': 'UCLA:L0070630033'}]"
273,Alberti L.,Descrittione di tutta Italia di F. Leandro Alberti Bolognese aggiuntavi la descrittione di tutte l'isole,,['Leandro Alberti'],"[{'type': 'OTHER', 'identifier': 'IBCR:BC000158544'}]"
274,Alberghetti G.,Compendio della storia civile ecclesiastica e letteraria della città d'Imola,,,"[{'type': 'OTHER', 'identifier': 'LCCN:a59003725'}]"
275,Amadesi G. A.,In antistitum Ravennatum chronotaxim,,['Giuseppe Luigi Amadesi'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB10003732'}]"
276,Amaducci P.,Notizie storiche su gli antichi conti di Bertinoro,,,"[{'type': 'OTHER', 'identifier': 'NYPL:33433081569836'}]"
277,"Agazzari G., Villa A. F.",Chronica civitatis Placentinae Johannis Agazzari et Antonii Francisci Villa,,"['Johannes Agazzari', 'Antonius Franciscus Villa']","[{'type': 'OTHER', 'identifier': 'ONB:+Z15936840X'}]"
278,"Adani G., Foschi M., Venturi S",Ville dell'Emilia Romagna,,['Giuseppe Adani'],"[{'type': 'OTHER', 'identifier': 'LCCN:83179515'}]"
279,Adriani G. B.,Historia dei suoi tempi,,['conte Luigi Tosti'],"[{'type': 'OTHER', 'identifier': 'OXFORD:600075601'}]"
280,Abatantuono M.,L'assetto precomunale della montagna bolognese,,,"[{'type': 'OTHER', 'identifier': 'WISC:89067984773'}]"
281,Abatantuono M.,Cenni storici sulle comunità monzunesi,,['Paola Foschi'],"[{'type': 'OTHER', 'identifier': 'UOM:39015079166677'}]"
282,Abatantuono M.,I conti di Panico,,['Michelangelo Gualandi'],"[{'type': 'OTHER', 'identifier': 'BL:A0022437736'}]"
283,Abatantuono M.,I signori di Monzuno,,"['Italia : Ministero di agricoltura, industria e commercio : Divisione industria, commercio e credito']","[{'type': 'OTHER', 'identifier': 'IBNR:CR300100906'}]"
284,Abatantuono M.,Il tramonto del Medioevo tra Setta e Savena,,['Paola Foschi'],"[{'type': 'OTHER', 'identifier': 'UOM:39015079166677'}]"
285,,Coriano: contributi per una storia locale,,,"[{'type': 'OTHER', 'identifier': 'OCLC:955246629'}]"
286,"Matteucci A. M., Manfredi C. E",Ville Piacentine,,"['Anna Maria Matteucci Armandi', 'Carlo Emanuele Manfredi', 'Anna Còccioli Mastroviti']","[{'type': 'ISBN_10', 'identifier': '8885381006'}, {'type': 'ISBN_13', 'identifier': '9788885381001'}]"
287,Settia A. A.,"Castelli e villaggi nell'Italia padana: popolamento, potere e sicurezza fra IX e XIII secolo",8820712113,['Aldo A. Settia'],"[{'type': 'ISBN_10', 'identifier': '8820712113'}, {'type': 'ISBN_13', 'identifier': '9788820712112'}]"
288,Musa S.,Il castello di Montarsiccio,,['Guglielmo Capacchi'],"[{'type': 'OTHER', 'identifier': 'UVA:X000910362'}]"
289,Segagnini Malacart A.,L'architettura,,['Franco Purini'],"[{'type': 'ISBN_13', 'identifier': '9788849253542'}, {'type': 'ISBN_10', 'identifier': '8849253540'}]"
290,Zagnoni R.,I signori di Stagno: una signoria per due versanti dell'Appennino nei secoli X-XII,,,"[{'type': 'OTHER', 'identifier': 'OCLC:964256731'}]"
291,Zagnoni R.,Il castello di Mogone dei conti Alberti nel Medioevo (secoli XII-XV),,['Renzo Zagnoni'],"[{'type': 'OTHER', 'identifier': 'OCLC:886342019'}]"
292,Zagnoni R.,La chiesa di San Giacomo di Castel Leone presso Bombiana nel Medioevo,,['Renzo Zagnoni'],"[{'type': 'OTHER', 'identifier': 'OCLC:964314682'}]"
293,Zagnoni R.,Signori e chiese nella montagna fra Bologna e Pistoia (secoli XI-XII),,['Renzo Zagnoni'],"[{'type': 'OTHER', 'identifier': 'UOM:39015061779081'}]"
294,Ugolini R.,Storia di Gambettola e del bosco: un cammino lungo dieci secoli,8883121090,['Rinaldo Ugolini'],"[{'type': 'ISBN_10', 'identifier': '8883121090'}, {'type': 'ISBN_13', 'identifier': '9788883121098'}]"
295,Ughelli F.,Italia sacra sive de episcopis Italiae et Insularum,,['Ferdinando Ughelli'],"[{'type': 'OTHER', 'identifier': 'OCLC:630660151'}]"
296,Ughelli F.,"Italia sacra sive de episcopis Italiae et Insularum adiacentuim, rebusque ab iis praeclare gestis, ?",,,"[{'type': 'OTHER', 'identifier': 'OCLC:417768673'}]"
297,Uccellini P.,Dizionario storico di Ravenna ed altri luoghi di Romagna,,['Primo Uccellini'],"[{'type': 'OTHER', 'identifier': 'UCAL:C2529263'}]"
298,Locati U.,Cronica dell'origine di Piacenza di U. Locati già latinamente fatta per R. P. Omberto Locati,,['Umberto Locati'],"[{'type': 'OTHER', 'identifier': 'IBSS:SU200006812'}]"
299,Tuttle R. J.,Piazza Maggiore: studi su Bologna nel Cinquecento,8831778889,['Richard James Tuttle'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105029865545'}]"
300,Turci E. M.,Il secolo e il millennio: la storia millenaria di Gatteo e del suo territorio nel primo centenario della Banca di credito Cooperativo di Gatteo,,['Edoardo Maurizio Turci'],"[{'type': 'OTHER', 'identifier': 'OCLC:878565151'}]"
